description,statusesCount,followersCount,favoritesCount,friendsCount,name,type,screenName,location,lang
New York asbestos removal/controlled demolition project monitor & air technician. A<U+2666><U+FE0F>Q<U+2666><U+FE0F> <ed><U+00A0><U+00BD><ed><U+00B1><U+00BB> Snapchat jamesgrimaldi.7 https://t.co/ppZqt2B9xX,17465,235590,6124,220830,James Grimaldi,,newyorkgrimaldi,"New York, USA",en
"Personal Injury Lawyer, Real Estate Attorney, Immigration Attorney: Family Petition / Green Card / Artist Work Visa / Waivers - Hablamos Español",16345,126144,606,116584,Lawyer,,AGoodLawyer,"New York, USA",en
We Are America..And We love United State.,6014,186326,309,139130,U S A,,USA89591851,New York.,en
"Former Prime Minister and former MP for Helensville. Authorised by G Hamilton, 41 Pipitea St, Wellington.",4267,236538,40,2374,John Key,,RtHon_JohnKey,New Zealand,en
"Latest #NorthEast news, sport (#NUFC, #SAFC and Gateshead) travel, weather, events and more from The Chronicle newspaper in Newcastle.",114102,154282,2668,1357,The Chronicle,,ChronicleLive,"Newcastle upon Tyne, UK",en
Spotlighting best practices and innovative uses of Twitter by journalists and newsrooms.,2932,2908723,171,26,Twitter News,bis,TwitterNews,Newsrooms everywhere,en
Instagram @christinelbleakley,2207,430872,559,673,Christine Lampard,celeb,clbleakley,Newtownards/London,en
EcoGuy. Big on: Arts. Biz. Co-ops. Domaining. Empathy. Ethics. Feminism. Gaia. Inner God. Joy! Justice. LOA. LOHAS. Music. NBA. Om. Qi. New Media. Tech. Vegan.,420613,411749,219139,60756,Norman Buffong,celeb,NormanBuffong,"Niagara Region, Canada",en
#Twitter #Hilfe #eBook #Affilliate #Partnerprogramm #Web2 #Video #Coaching #Schulung #Webinar #Leads #Traffic #SEO #followback http://t.co/0g86gPYmwA,62821,118687,4,134558,DocGoy Twitt-Erfolg,foreign,twitt_erfolg_de,Niedersachsen,de
MAGAZINE OF HOME & STYLE | Founder @lyndareeves | Snapchat: @houseandhomemag,22684,176821,2454,5460,House & Home,,HouseandHome,North America,en
"NYT Best Selling Author, Inc. Mag's Top 50 Leader, CEO of Life, Speaker, Humorist, World Traveler, Soccer Fan, Father, Rascal!",15607,213181,1214,161993,Chris Brady,,RascalTweets,North Carolina,en
Law Firm Finance Systems Consultant and Lecturer - tweet weekly about things that interest me and hopefully you.,65119,157515,5285,157608,Sean Melvin,,ThatBlokeSean,North London and Valencia,en
"'' 13.82 billion years, a microwave super-hero! Now I just flit from galaxy to galaxy, having fun and making a nuisance of myself '' http://t.co/jNN07TUn7X",457,151545,3,146304,Microwave Man,,MicrowaveMan,"North Walsham, Norfolk, UK",en
BBC regional news in the North West,37055,192114,372,1213,BBC North West,,BBCNWT,North West England,en
"News, breakouts and paid IR services. Tweets are not stock recommendations. Davisresearch2003@yahoo.com",15433,457224,98,34059,Excitingstocks,bis,EXCITINGSTOCKS,Northeast US,en
"Started a few SaaS companies, @CrazyEgg, KISSmetrics & Quick Sprout with @NeilPatel. Two are self-funded & the other is venture backed. I enjoy helping people.",54307,221821,17838,176333,Hiten Shah,,hnshah,Northern California,en
"Live Video Marketing Expert, Keynote Speaker, NY Times Best-Selling Author, Top 5 Social Influencer. DM for Speaking/PR only.Get your LIVE video playbook below!",42629,843975,30932,589997,Joel Comm,celeb,joelcomm,Northern Colorado,en
"Passionate, multi-genre writer, author, copywriter, poet, and editor here to show you the power of compelling writing! Contact marcelproust37@hotmail.com now!",4218,190135,2781,23079,socrates37,,socrates37,"Northridge, California",en
#Weather host and owner on #xtremexm #radio. Always looking for #science and #scifi related #podcasts for network. Also owner of weather.st ! #winter #blizzard,40617,191417,863,31928,Nick Szankovics <ed><U+00A0><U+00BC><ed><U+00BC><U+00A4><U+FE0F>,,weather_talk,"Norwich,CT USA",en
Notts CCC and England cricketer. Instagram: https://t.co/uoCKhZhVMg,10343,1095880,1616,669,Stuart Broad,celeb,StuartBroad8,Nottingham,en
"@skysportsboxing Analyst - Commentator. @partypoker Ambassador. Love a game of poker and a good scrap, but now I just talk a good one. All my own opinions <ed><U+00A0><U+00BD><ed><U+00B1><U+008A><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>",3360,649310,1661,634,Carl Froch MBE,celeb,Carl_Froch,Nottingham,en
"MD @octopusintell, the global Competitive Intelligence Agency. #cufc #nffc #shorinkan Digging around answering questions @octopusfor supporter & @PluralistsClub",17005,181169,416,155767,Graeme Dixon,,GraemeDixon_,"Nottingham, England",en
"The official twitter account for the Nottingham Post, providing local news, sport & entertainment. Part of Trinity Mirror.",93071,127214,649,316,Nottingham Post,,Nottingham_Post,"Nottingham, UK",en
"Higher #GoogleRankings, More #Traffic & Increased Profits and that's not just what #seo77 have to offer their clients http://t.co/cv3ClwbNCD info@seo77.co.uk",15067,366024,107,5887,seo77,,seo77,"Nottingham, United Kingdom ",en
This account isn't monitored 24/7 so please don't report crime here - call 999 in an emergency or 101 instead.,21020,119467,2700,1015,Notts Police,,nottspolice,Nottinghamshire,en
Humanist. Opiner. Artificer. Code wrangler. Bit banger. I have the death sentence in seven languages. http://t.co/SJdB7u57BR,24113,381942,3888,238908,Kas Thomas,,kasthomas,Now living in Los Angeles.,en
"The ITV regional news programme covering the North West of England and the Isle of Man, plus our politics and current affairs programme The Granada Debate.",40131,258622,1468,12085,ITV Granada Reports,,GranadaReports,NW England & IOM,en
'Life is not about waiting for the storm to pass... it's about learning to dance in the rain.' :-) http://t.co/6vtJRRSOys,221885,518141,6886,519094,Ted Rubin,celeb,TedRubin,NY,en
"Ismi Dr Jacquescoley. Je suis global citizen. Therefore, I'm a vehement opponent of racism,  tokenism,  imperialism et gun violence. Filthy lucre est not my God",28497,127286,8780,19713,DrJacquescoleyMusic,,jacquescoley,"NY, Middle East, LA, Toronto",en
Entrepreneur,13809,109047,816,289,Andrew Wong,,andyrwong,"NY, SF, LA",en
B.A. Philosophy. Ancient historian WBAU Radio. Traveled 7 continents +1. Author of BEYOND RELIGION:OUTSIDE THE BOX. Have done many T.V. Commercials,2009,1126687,694,929666,MACHAVELLI MEDICI,celeb,machavelli7,NYC,en
Your source for top international news and analysis.,140728,217637,9,170,Reuters World,,ReutersWorld,NYC,en
"Host and editor, Cause & Effect",61069,178946,1907,1785,Felix Salmon,,felixsalmon,NYC,en
"Network for Architects and Designers to find, manage, and share products.",10769,166227,41,3388,Designer Pages,,designerpages,NYC,en
"Life Coach, Relationship Expert, Author and Breakup Ninja. Expect fun, quick tips on Life, Love, Dating, Relationships, Sex and other random cool stuff.",5535,104650,21,106200,Life Coach Jay,,JayCataldo,NYC,en
Always learning...,712,127558,0,136943,BBoyAirMax™,,BBoyAirMax,NYC Metro,en
Energize your life... in three easy steps!,2595,137245,13,135771,Megmark™,,Megmark,NYC Metro/Global,en
People fascinate me...,144322,388930,500,67888,Joshua Estrin,,JoshEstrin,NYC/Miami,en
"The official home of the #UCL on Twitter. Spanish: @LigadeCampeones  U19: @UEFAYouthLeague 
YouTube: https://t.co/0i6D56XWMm",50142,16521760,1022,490,Champions League,sport,ChampionsLeague,"Nyon, Vaud",en
"I'm a husband, father, actor, director, and a climate change advocate with an eye on a better, brighter, cleaner, more hopeful future for all of us.",31874,3314476,6742,1554,Mark Ruffalo,celeb,MarkRuffalo,NYS,en
"Founder and CEO, O'Reilly Media. Watching the alpha geeks, sharing their stories, helping the future unfold.",42347,1988309,4712,1745,Tim O'Reilly,celeb,timoreilly,"Oakland, CA",en
"NY Times, WSJ & USA Today Bestselling author. Former pro athlete & USA Team Handball player. Top 50 Podcast- 2 million downloads a month -Instagram LewisHowes",43264,128384,33824,36226,Lewis Howes,,LewisHowes,Ohio boy in NYC and LA,en
Forbes Recognized #Workplace & #HR Resource. Formerly @blogging4jobs. Disrupting the workplace since 2005.,92490,114865,1099,82321,Workology,,workology,"OKC | SF | Austin, TX ",en
"The UK's biggest design trade event 20-23 September 2017, Olympia London. #100design #designexperience",13309,110874,656,765,100% Design,,designlondon,Olympia London,en
"Police Volunteer UK Funny,caring,serious,opinionated,humorous, support 999 and 911 family,respect matters quote this because I show it.",25554,309310,27624,17467,JG <ed><U+00A0><U+00BD><ed><U+00B1><U+008D>,,FABSITEUK,On the Internet watching,en
