"","name","degree.total","degree.in","degree.out","strength.total","strength.in","strength.out","between","closeness","eigenvector","PageRank","degreeStrength.out","degreeStrength.in","Account Category","Account Type","description","statusesCount","followersCount","favoritesCount","friendsCount","name.y","created","protected","verified","location","lang","id"
"1856","lee_wilkinson2",163,71,92,338,163,175,0.0154845494361882,0.663039313357345,0.00266818168866683,0.102624990073473,1.90217391304348,2.29577464788732,NA,NA,"@PwC_Yorks_NE Director - love #Property #RealEstate #Construction #Leeds #Sheffield - support @LandAid @PenistoneRT1094 @PenistoneGala - All views are my own",31490,4170,12835,3544,"Lee Wilkinson",2013-08-12 20:19:07,FALSE,FALSE,"Penistone","en","1665916578"
"1857","helenpineo",163,84,79,301,174,127,0.0014185297567723,0.623432771292693,0.00159166637935822,0.0818083422293147,1.60759493670886,2.07142857142857,NA,NA,"Urban planner @BRE_Group + PhD student @UCL_IEDE. Tweets on planning, systems thinking, evidence use, inequalities, health, and sustainable development.",804,775,172,554,"Helen Pineo",2010-05-26 14:29:34,FALSE,FALSE,"London","en","148366206"
"1858","hendopolis",163,163,0,376,376,0,0,0.000146301251727943,0.0165853808569629,0.116153883784475,NA,2.30674846625767,NA,NA,"BBC Newsdesk and Planning editor. #tomorrowspaperstoday sometimes #MCFC always",44940,62346,10810,6241,"Neil Henderson",2008-10-11 03:59:16,FALSE,TRUE,"Maine Rd","en","16692859"
"1859","SafetySuperhero",162,34,128,980,304,676,0.000465940504959672,0.570035577809988,0.000417292999971466,0.0979073774232731,5.28125,8.94117647058824,NA,NA,"The official twitter account of the Gas Safety Superheroes. Please help us improve the safety and standards of the industry. #regardthecard #GSSH",1919,2538,2664,3064,"GasSafeSuperheroes",2016-09-27 12:01:42,FALSE,FALSE,"United Kingdom","en-gb","780739187137875970"
"1860","kierconstruct",162,105,57,482,242,240,0.00207236976453986,0.61037037037037,0.00179510295798722,0.102975967302195,4.21052631578947,2.3047619047619,NA,NA,"Kier Construction delivers new buildings that enhance the built environment for communities and improve quality of life for everyone.",1411,3770,847,565,"Kier Construction",2015-10-26 13:16:46,FALSE,FALSE,"Throughout the UK and overseas","en","4046428702"
"1861","BhamCityCouncil",162,100,62,483,232,251,0.00251239809205204,0.615625444713249,0.00434857235249428,0.0932038626923556,4.04838709677419,2.32,NA,NA,"Birmingham City Council (UK), providing services for a million people. Account monitored 9am-5pm Mon-Fri. For service enquiries tweet @BCC_Help.",56258,128820,1488,11499,"Bham City Council",2011-11-14 17:33:39,FALSE,TRUE,"Birmingham, UK","en","412425734"
"1862","JoFautley",162,74,88,619,265,354,0.00113738556202643,0.637982524057073,0.00124749042154585,0.11301995902374,4.02272727272727,3.58108108108108,NA,NA,"Deputy Chief Executive at Build UK representing the contracting supply chain in construction",839,493,11,116,"Jo Fautley",2014-05-02 15:45:23,FALSE,FALSE,"London, UK","en-gb","2474200052"
"1863","nusuk",162,92,70,338,112,226,0.0152949955267804,0.574063630030189,0.00351887737139483,0.0892251626353372,3.22857142857143,1.21739130434783,NA,NA,"NUS champions students to shape the future of education, and create a better world.",21242,65287,2878,2922,"NUS UK",2009-02-02 12:49:13,FALSE,TRUE,"United Kingdom","en","19904718"
"1864","Kym_Mead",162,101,61,302,123,179,0.00119784033277975,0.581783949164509,0.00191852117694163,0.0800551864112316,2.9344262295082,1.21782178217822,NA,NA,"Director of @meadltd, Associate Director at @PassivhausTrust, Muay Thai enthusiast. Unapologetic Arsenal fan. Views are my own.",852,925,151,193,"Kym Mead",2010-02-21 11:21:55,FALSE,FALSE,"London, England","en","116159427"
"1865","plymouthgas",162,74,88,595,348,247,0.00122215623433975,0.555149181905679,0.000739260038770665,0.114355603089161,2.80681818181818,4.7027027027027,NA,NA,"Mark A. Grieves MCIPHE RP MIGEM  Carrying out All plumbing & Domestic Gas Work in #Plymouth & Surrounding Areas of Devon & Cornwall.",13222,3646,12916,3474,"Plymouth Gas",2009-02-22 21:33:23,FALSE,FALSE,"Plymouth Devon","en","21600735"
"1866","2020ClimateGrp",162,31,131,420,83,337,0.00104426485289983,0.586814975583288,0.000634884315748023,0.076417811319084,2.57251908396947,2.67741935483871,NA,NA,"Working together to achieve Scotland’s climate change targets, to 2020 and in the long term.",4898,2752,1317,1282,"2020 Climate Group",2011-06-23 11:40:42,FALSE,FALSE,"Scotland","en","322569258"
"1867","EnergyDeck",162,65,97,264,109,155,0.00176742154733907,0.628162776345882,0.00236356282180715,0.077431645223999,1.5979381443299,1.67692307692308,NA,NA,"#EnergyDeck is an #InternetOfThings #IoT platform for #Energy #Resource and #Environmental #BigData relating to the #BuiltEnvironment. #RunBuildingsBetter",1494,1868,533,1935,"EnergyDeck",2012-01-10 22:56:01,FALSE,FALSE,"London","en","460602501"
"1868","smartcitiesdive",162,158,4,172,166,6,0.000147009215044172,0.509946070197153,0.00208673462557285,0.0813718337656271,1.5,1.05063291139241,NA,NA,"Daily news on urban sustainability, green building, transportation, connectivity, and environmentalism. https://t.co/rr6l7784w8",41861,141588,229,778,"Smart Cities Dive",2009-02-01 22:55:12,FALSE,FALSE,"Washington, DC","en","19881931"
"1869","24dash",162,162,0,633,633,0,0,0.000146301251727943,0.00809811036638397,0.145950347596543,NA,3.90740740740741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1870","MrBrendanCox",162,162,0,363,363,0,0,0.000146301251727943,0.00881867571310077,0.108592013098175,NA,2.24074074074074,NA,NA,"Dad, campaigner, activist and boat dweller #MoreInCommon",3798,62289,1802,1079,"Brendan Cox",2010-04-15 18:12:59,FALSE,TRUE,"","en","133407633"
"1871","LBC",162,162,0,315,315,0,0,0.000146301251727943,0.00787684405433199,0.117572058033886,NA,1.94444444444444,NA,NA,"Leading Britain's Conversation. Call now on 0345 60 60 973.",116633,221735,253,1488,"LBC",2009-02-16 09:36:59,FALSE,TRUE,"UK","en","20973388"
"1872","POTUS",162,162,0,215,215,0,0,0.000146301251727943,0.00383302384162866,0.0969029705216219,NA,1.32716049382716,NA,NA,"45th President of the United States of America, @realDonaldTrump. Tweets archived: https://t.co/eVVzoBb3Zr",1346,20632714,101,42,"President Trump",2017-01-19 22:54:28,FALSE,TRUE,"Washington, D.C.","en","822215679726100480"
"1873","WhichNews",161,69,92,1094,324,770,0.00224803988199648,0.582155833669762,0.00680552869534053,0.174752169070271,8.3695652173913,4.69565217391304,NA,NA,"Sharing all the latest news and views from the Which? Press Office",12063,7811,595,2772,"Which? News",2012-03-08 13:37:15,FALSE,FALSE,"","en","518500667"
"1874","CNsummit",161,67,94,744,173,571,0.000846650979452556,0.580632172337427,0.00190173027862168,0.102071963373259,6.07446808510638,2.58208955223881,NA,NA,"21-22 November 2017",1582,763,101,556,"CN Summit",2014-01-27 14:53:24,FALSE,FALSE,"Hilton London Bankside","en","2313782472"
"1875","MIMA_UK",161,56,105,487,138,349,0.00111577938509843,0.679707753947679,0.00270751281907006,0.0832811076516864,3.32380952380952,2.46428571428571,NA,NA,"The Mineral Wool Insulation Manufacturers Association (MIMA) provides an authoritative source of independent information and advice on glass and stone wool.",806,251,32,405,"MIMA",2010-11-22 15:48:30,FALSE,FALSE,"United Kingdom","en","218526263"
"1876","ECALive",161,95,66,376,157,219,0.00341090256525024,0.647701751759245,0.00101887519003874,0.0954147591796931,3.31818181818182,1.65263157894737,NA,NA,"Founded in 1901 - shaping the future: the Electrical Contractors’ Association (ECA) is the UK’s leading body for electrical and building services contractors",2534,9181,340,1049,"ECA",2011-03-31 14:34:47,FALSE,FALSE,"London W14","en","275043749"
"1877","BevanFoundation",161,38,123,355,81,274,0.000844687560236569,0.597080846071564,0.0283412174783741,0.0693980314775938,2.22764227642276,2.13157894736842,NA,NA,"Independent think tank generating ideas to make Wales fair, prosperous and sustainable. Like us on Facebook: https://t.co/GZbiIbTuY1",6881,6939,758,1333,"Bevan Foundation",2009-03-23 15:15:30,FALSE,FALSE,"Merthyr Tydfil, Wales","en","26019101"
"1878","bruteforceblog",161,88,73,432,270,162,0.00090092764133158,0.584259040415977,0.00510831202448519,0.0983660189889055,2.21917808219178,3.06818181818182,NA,NA,"dad | designer | writer | Yes In All The Yards. interests: Baugruppen, architecture, passivhaus, mass timber, staedtebau, not for profit housing",68021,4589,23862,2758,"mike eliason",2010-03-02 02:31:51,FALSE,FALSE,"fremont, seattle","en","118908273"
"1879","turn2us_org",161,86,75,435,275,160,0.00200002159394637,0.589012185989516,0.0143101006501412,0.0917644273950205,2.13333333333333,3.19767441860465,NA,NA,"Turn2us is a national charity set up in 1897 to fight poverty in the UK. Visit https://t.co/UKwhOZFztI to find out more.",13422,13114,1890,2834,"Turn2us",2010-03-10 17:46:11,FALSE,FALSE,"","en","121816891"
"1880","NickBoles",161,142,19,184,155,29,0.000381361379955375,0.467120181405896,0.00524378777239616,0.0855337055192873,1.52631578947368,1.09154929577465,NA,NA,"Conservative Member of Parliament for Grantham, Stamford, Bourne & surrounding villages. Please contact me via: nick.boles.mp@parliament.uk",772,12441,7,596,"Nick Boles MP",2013-06-26 14:56:03,FALSE,TRUE,"","en-gb","1548391070"
"1881","HuffPostGreen",161,161,0,212,212,0,0,0.000146301251727943,0.00342010945654291,0.0907549477923583,NA,1.3167701863354,NA,NA,"Latest news on energy, environment, animals and more.",61873,443344,1182,1136,"HuffPost Green",2009-06-08 14:36:11,FALSE,TRUE,"New York, NY","en","45577446"
"1882","ecotricity",161,161,0,206,206,0,0,0.000146301251727943,0.00303942934787576,0.0887478389748087,NA,1.27950310559006,NA,NA,"Ecotricity is an energy company with a difference - we're dedicated to changing the way energy is made. We turn our customers' bills into mills.",15095,28115,4623,2225,"ecotricity",2008-09-25 14:54:36,FALSE,TRUE,"Stroud","en","16451669"
"1883","ClanmilHousing",160,53,107,810,151,659,0.00125901807748665,0.64697524863531,0.00474803817369243,0.0856948435797564,6.1588785046729,2.84905660377358,"Keep",NA,"Passionate about great homes and the people who live in them. Loving what we do. 
Online 9.00am to 5.00pm, Mon-Fri
https://t.co/iiqD9OWlYl",5242,2581,2472,1882,"Clanmil Housing",2014-02-03 10:10:25,FALSE,FALSE,"Northern Ireland","en","2325217700"
"1884","CBI_Inf",160,76,84,868,124,744,0.0020037092658225,0.631994156318481,0.00368675170103391,0.0816759281603855,8.85714285714286,1.63157894736842,NA,NA,"Follow us for news, updates and analysis on #UK #Infrastructure and #Construction – and latest work of the @CBITweets in these areas.",1791,2872,673,891,"CBI Infrastructure",2012-09-04 15:17:04,FALSE,FALSE,"London","en","802614774"
"1885","BarbraCarlisle",160,21,139,654,81,573,0.000783505596411534,0.666820809248555,0.0014391443168268,0.0752576815231972,4.12230215827338,3.85714285714286,NA,NA,"What next? Being in the moment.",2683,252,809,167,"Barbra Carlisle",2014-03-21 23:10:06,FALSE,FALSE,"Liverpool, England","en","2427850967"
"1886","EndFuelPoverty",160,112,48,335,144,191,0.00166185387252333,0.649062265566392,0.00429409314641043,0.0790084102784394,3.97916666666667,1.28571428571429,NA,NA,"The End Fuel Poverty Coalition campaigns for energy efficient homes, decent incomes and low cost fuel for low income households.",1333,4328,14,433,"End Fuel Poverty",2009-04-01 11:15:52,FALSE,FALSE,"UK","en","28087413"
"1887","LiquidPlastics",160,69,91,559,217,342,0.00188446167386595,0.653350953369832,0.000910334504953688,0.0987088017296766,3.75824175824176,3.14492753623188,NA,NA,"Sika Liquid Plastics is the UK's leading manufacturer of liquid roof membranes and pioneers of cold applied roofing systems.",2186,2759,274,1707,"Sika Liquid Plastics",2011-07-21 09:41:23,FALSE,FALSE,"","en","339573501"
"1888","ftwestminster",160,158,2,233,227,6,2.21948085113259e-05,0.201104073449939,0.00950434552233065,0.0955694534089316,3,1.43670886075949,NA,NA,"Tweets from the FT’s political team and news from Westminster blog. Our customer service team is @FTcare.",21659,44031,1,416,"FT Westminster",2009-05-15 15:11:06,FALSE,TRUE,"","en","40259056"
"1889","TogetherHG",160,89,71,241,102,139,0.00164579893948247,0.597369420374909,0.00581403317418294,0.0721490089712518,1.95774647887324,1.14606741573034,NA,NA,"Together Housing Group is a leading provider of quality affordable & modern homes for rent or sale across the North of England. Making a better future, together",1437,4588,360,347,"Together Housing Grp",2012-03-13 16:37:29,FALSE,FALSE,"Lancashire/Yorkshire","en","523428204"
"1890","TheGreenAge",160,109,51,276,182,94,0.00155665784293133,0.593334247702647,0.000963665542876175,0.0891695530071723,1.84313725490196,1.6697247706422,NA,NA,"The GreenAge wants to make energy efficiency easy for everyone! We offer free advice on saving energy, renewables and green technology.",10549,12582,216,583,"TheGreenAge",2011-09-09 15:21:07,FALSE,FALSE,"London","en","370746966"
"1891","LeftFootFwd",160,127,33,288,233,55,0.00210378602472063,0.568854991945823,0.0162951105240949,0.0848190678219313,1.66666666666667,1.83464566929134,NA,NA,"Hard-hitting news and comment for the UK left. Editor: @josiahmortimer, Writers: @owebb, @CharlottEngland. Sign up for our daily email: https://t.co/ujbJsZuBjp",24083,65038,357,1428,"Left Foot Forward",2009-07-09 12:15:25,FALSE,TRUE,"United Kingdom","en","55218051"
"1892","mashable",160,160,0,244,244,0,0,0.000146301251727943,0.00306597958103745,0.104887015156515,NA,1.525,NA,NA,"Mashable is for superfans. We're not for the casually curious. Obsess with us.",257662,9372805,714,2836,"Mashable",2007-03-12 01:28:01,FALSE,TRUE,"","en","972651"
"1893","AHMMArchitects",160,160,0,193,193,0,0,0.000146301251727943,0.00218009415880002,0.0854422418541523,NA,1.20625,NA,NA,"At Allford Hall Monaghan Morris we make buildings that are satisfying to use and beautiful to look at.",1675,14403,1688,734,"AHMM",2010-09-27 10:15:23,FALSE,FALSE,"London","en","195687669"
"1894","FenNews",159,64,95,973,199,774,0.00535058279182451,0.673779300677517,0.000985973652520234,0.0996909270768608,8.14736842105263,3.109375,NA,NA,"Tracking and communicating, news & jobs intended for the Fenestration Industry…",5712,3287,46,131,"Fenestration News",2010-02-09 19:07:54,FALSE,FALSE,"UK","en","112799831"
"1895","DavidKelly_BRE",159,44,115,828,251,577,0.0012039066012964,0.675146312914553,0.00142088428424788,0.0993477071026815,5.01739130434783,5.70454545454545,NA,NA,"BRE Group Director of Innovation Parks Network; Co-founder Retrofit Scotland; with building physics background",1302,355,170,38,"David Kelly",2013-05-23 16:59:16,FALSE,FALSE,"Scotland","en","1451986106"
"1896","icb_uk",159,87,72,411,123,288,0.00129960388943025,0.656374464211205,0.0019653179282965,0.0817460595342512,4,1.41379310344828,NA,NA,"ICB (Waterproofing) Ltd is one of the UK's leading suppliers of roofing systems offering green, sustainable roofing solutions to meet every type of design.",3139,1993,449,1326,"ICB Waterproofing+",2011-12-08 15:51:31,FALSE,FALSE,"Poole England","en","431696777"
"1897","TraceyJRobbins",159,33,126,613,112,501,0.000624370714141315,0.583589086371455,0.0233743230049043,0.0707330208072729,3.97619047619048,3.39393939393939,NA,NA,"@edenproject  @edencommunities ordinary people changing their world #ConnectedCommunities #TheBigLunch  #Neighbourhoods #Participation #Loneliness #GreatBigWalk",5407,2061,2012,1722,"Tracey Jane Robbins",2011-01-25 20:31:11,FALSE,FALSE,"Based in UK","en","242883299"
"1898","Anna_labc",159,36,123,841,361,480,0.0116766633146152,0.729142086634081,0.00298624372259922,0.101172689192818,3.90243902439024,10.0277777777778,NA,NA,"I'm all about helping people unlock the benefits of working with our fantastic local authority building control teams",710,185,425,228,"Anna_labc",2016-10-25 11:31:26,FALSE,FALSE,"United Kingdom","en","790878429075873792"
"1899","MalcsT",159,22,137,524,33,491,0.00128099752443079,0.656374464211205,0.000821500672983479,0.0667725651514965,3.58394160583942,1.5,NA,NA,"REHAU Window & Curtain Walling Systems including Passivhaus.  Dog lover  + wines & gin.",1274,428,2815,1007,"Malcolm Taylor",2016-07-19 11:17:32,FALSE,FALSE,"Ross-on-Wye, England","en-gb","755360921703288832"
"1900","zerocarbonhouse",159,87,72,229,108,121,0.00108426393446275,0.667077872012336,0.00124898806476307,0.0748877715134946,1.68055555555556,1.24137931034483,NA,NA,"A groundbreaking zero carbon home in Birmingham UK designed in 2008 by John Christophers to Code for Sustainable Homes Level 6",759,2542,80,505,"zero carbon house",2009-03-10 12:16:11,FALSE,FALSE,"Birmingham UK","en","23584673"
